iter	Logloss
403	0.01494009551
404	0.01489260445
405	0.01480110598
406	0.01471298001
407	0.01465598816
408	0.01461839892
409	0.01456248816
410	0.01450024226
411	0.01443155865
412	0.01441281089
413	0.01437798352
414	0.01433349356
415	0.01425512868
416	0.01420354328
417	0.01414864244
418	0.01411603819
419	0.01407145367
420	0.01402566882
421	0.01396223387
422	0.01389726919
423	0.01385778789
424	0.01382396451
425	0.01374943911
426	0.01367972433
427	0.01365173381
428	0.01356810428
429	0.01351302074
430	0.01348290273
431	0.01344619278
432	0.0133684004
433	0.01331296178
434	0.01322152857
435	0.01317012094
436	0.01312968121
437	0.0130274059
438	0.01298486551
439	0.01293242863
440	0.01288676551
441	0.01285417197
442	0.01281994342
443	0.01278800695
444	0.01273873867
445	0.01269410124
446	0.01264930171
447	0.01261566668
448	0.01257055764
449	0.01255481668
450	0.012505955
451	0.01248071828
452	0.01240180601
453	0.0123388188
454	0.01229463999
455	0.01225376009
456	0.01222125239
457	0.01216747464
458	0.01208319027
459	0.01202143576
460	0.01198232625
461	0.01194326579
462	0.01191356767
463	0.01184079095
464	0.0118048728
465	0.01174893216
466	0.01171630559
467	0.01168426907
468	0.01165077416
469	0.0116113202
470	0.01157092164
471	0.01152129121
472	0.01145921204
473	0.01141738289
474	0.01134282993
475	0.01131188804
476	0.01128572771
477	0.0112632137
478	0.01114922931
479	0.01108405015
480	0.01104565561
481	0.01100049017
482	0.01097763273
483	0.01094854192
484	0.01091150702
485	0.01088587039
486	0.01085347709
487	0.01083083527
488	0.01079439204
489	0.01075349556
490	0.01073372727
491	0.0106821691
492	0.01063373781
493	0.01058232905
494	0.01056821023
495	0.01052898686
496	0.01047035986
497	0.01043796328
498	0.01039195912
499	0.01030547951
500	0.01025652132
501	0.01022097495
502	0.01017025814
503	0.01015080644
504	0.01011161533
505	0.01006819148
506	0.01002684595
507	0.009947496966
508	0.009947496966
509	0.009938642231
510	0.009908922415
511	0.009885883117
512	0.009838751783
513	0.009810570504
514	0.00977557986
515	0.009735198753
516	0.009709171006
517	0.00967304369
518	0.009632952478
519	0.009609958472
520	0.009555005326
521	0.009522511334
522	0.009489969407
523	0.00943469213
524	0.009391065539
525	0.009333699668
526	0.009287464679
527	0.009262613568
528	0.009255709551
529	0.009238876616
530	0.009201628024
531	0.009201570742
532	0.009175188008
533	0.009141911271
534	0.009107239265
535	0.009058484996
536	0.009035471975
537	0.00900088075
538	0.008973677942
539	0.00890129905
540	0.008866734909
541	0.008855815816
542	0.0088371479
543	0.008794911008
544	0.00877095694
545	0.008751936111
546	0.008724001894
547	0.008711830847
548	0.008674618565
549	0.008642714021
550	0.008626922937
551	0.008596554047
552	0.008575717535
553	0.008575636147
554	0.008553839339
555	0.008534592932
556	0.008513770373
557	0.008480155421
558	0.008467231949
559	0.008443121518
560	0.008417935632
561	0.008380344968
562	0.008357125419
563	0.008333185726
564	0.008270411153
565	0.008212510105
566	0.008177839509
567	0.008160178591
568	0.00813074303
569	0.008107913834
570	0.00807655056
571	0.008057467688
572	0.008037658832
573	0.007986737737
574	0.007950009736
575	0.007901610026
576	0.007872258192
577	0.007821024748
578	0.007795444685
579	0.007780097157
580	0.00775494985
581	0.007724473433
582	0.007693745221
583	0.007674034038
584	0.0076561069
585	0.007636454088
586	0.007617991063
587	0.007617985346
588	0.007612798638
589	0.007595755077
590	0.007568401022
591	0.007548358176
592	0.007507344442
593	0.007490798256
594	0.0074750978
595	0.007453080874
596	0.007422032528
597	0.007397000205
598	0.00736748641
599	0.007338541492
